"id","name","type","desc","atk","def","level","rank","linkval","race","attribute","archetype","cardmarket_price","tcgplayer_price","amazon_price","coolstuffinc_price","image_url","image_url_small"
"99330325","Interrupted Kaiju Slumber","Normal Spell","Destroy as many monsters on the field as possible, then Special Summon in Attack Position, 2 """"Kaiju"""" monsters with different names from your Deck (1 on each side), but they cannot change their battle positions, and must attack, if able. During your Main Phase, except the turn this card was sent to the GY: You can banish this card from your GY; add 1 """"Kaiju"""" monster from your Deck to your hand. You can only activate 1 """"Interrupted Kaiju Slumber"""" per turn.","None","None","","","","Normal","","","","","","","",""
"99328137","Ice Knight","Effect Monster","Gains 400 ATK for each Aqua monster you control. Once per turn: You can activate this effect; you can Normal Summon 1 WATER monster during your Main Phase this turn, in addition to your Normal Summon/Set (you can only gain this effect once per turn), also you cannot Normal or Special Summon monsters for the rest of this turn, except WATER monsters.","1300","1200","","","","Aqua","WATER","","","","","","",""
"99315585","The Phantom Knights of Cloven Helm","Effect Monster","If a """"Phantom Knights"""" card(s) is sent to your GY: This card gains 500 ATK. You can banish this card from your GY; during the End Phase of this turn, add 1 """"Phantom Knights"""" card from your GY to your hand. You can only use each effect of """"The Phantom Knights of Cloven Helm"""" once per turn.","1500","500","","","","Warrior","DARK","","","","","","",""
"99311109","Oath of Companionship","Normal Trap","If you control no monsters that were Special Summoned from the Extra Deck: Target 1 face-up monster your opponent controls that was Special Summoned from the Extra Deck; take control of it until the End Phase. You cannot Special Summon during the turn you activate this card.","None","None","","","","Normal","","","","","","","",""
"99307040","Horus the Black Flame Deity","Effect Monster","If you control a """"Horus"""" monster and """"King's Sarcophagus"""": You can reveal this card in your hand, then send 1 card from your hand or field to the GY; send 1 card on the field to the GY. If a face-up """"Horus"""" monster(s) you control, except """"Horus the Black Flame Deity"""", or a face-up """"King's Sarcophagus"""" you control, leaves the field by an opponent's card effect (except during the Damage Step): You can Special Summon this card from your hand, then you can send all other monsters on the field to the GY. You can only use each effect of """"Horus the Black Flame Deity"""" once per turn.","3000","1800","","","","Dragon","FIRE","","","","","","",""
"9929399","Vague Shadow Token","Token","Special Summoned by the effect of """"Blackwing - Gofu the Vague Shadow"""". This Token cannot be Tributed or used as as Synchro Material Monster.","0","0","","","","Winged Beast","DARK","","","","","","",""
"9929398","Blackwing - Gofu the Vague Shadow","Tuner Effect Monster","Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) while you control no monsters. When this card is Special Summoned from the hand: You can Special Summon 2 """"Vague Shadow Tokens"""" (Winged Beast-Type/DARK/Level 1/ATK 0/DEF 0), but they cannot be Tributed or be used as Synchro Material. You can banish this card and 1 or more face-up non-Tuners you control, then target 1 """"Blackwing"""" Synchro Monster in your Graveyard whose Level equals the total Levels the banished monsters had on the field; Special Summon it, and if you do, it is treated as a Tuner.","0","0","","","","Winged Beast","DARK","","","","","","",""
"99289828","Tales of the White Forest","Normal Spell","If you control an Illusion or Spellcaster monster: Add 1 """"White Forest"""" monster from your Deck to your hand. If this card is sent to the GY to activate a monster effect: You can Set this card. You can only use each effect of """"Tales of the White Forest"""" once per turn.","None","None","","","","Normal","","","","","","","",""
"99284890","Avatar of The Pot","Effect Monster","By sending 1 """"Pot of Greed"""" from your hand to the Graveyard, draw 3 cards from your Deck.","1200","1300","","","","Rock","EARTH","","","","","","",""
"99274184","Crystron Impact","Normal Trap","Target 1 of your banished """"Crystron"""" monsters; Special Summon it, and if you do, if your opponent controls any face-up monsters, change their DEF to 0. During either player's turn, except the turn this card was sent to the Graveyard, when a card or effect is activated that targets a """"Crystron"""" monster you control: You can banish this card from your Graveyard; negate that effect.","None","None","","","","Normal","","","","","","","",""
"99267150","Five-Headed Dragon","Fusion Effect Monster","5 Dragon monsters Must be Fusion Summoned. Cannot be destroyed by battle with a DARK, EARTH, WATER, FIRE, or WIND monster.","5000","5000","","","","Dragon","DARK","","","","","","",""
"99266988","Chaos Space","Normal Spell","Send 1 LIGHT or DARK monster from your hand to the GY; add 1 LIGHT or DARK monster that cannot be Normal Summoned/Set from your Deck to your hand, with a Level from 4 to 8, and with a different Attribute than that monster. You can banish this card from your GY, then target 1 of your banished LIGHT or DARK monsters that cannot be Normal Summoned/Set; place that monster on the bottom of the Deck, then draw 1 card. You can only use each effect of """"Chaos Space"""" once per turn.","None","None","","","","Normal","","","","","","","",""
"99261403","Dark Rabbit","Normal Monster","He leaps up, down, and all around! Nobody can lay a hand on this funny bunny.","1100","1500","","","","Beast","DARK","","","","","","",""
"9925983","Blackwing - Black Crest Token","Token","Special Summoned with the effect of """"Black Wing Revenge"""".","0","800","","","","Winged Beast","DARK","","","","","","",""
"9925982","Black Wing Revenge","Normal Trap","When a Winged Beast-Type monster you control is destroyed by battle and sent to the Graveyard: Special Summon 2 """"Blackwing - Black Crest Tokens"""" (Winged Beast-Type/DARK/Level 2/ATK 0/DEF 800).","None","None","","","","Normal","","","","","","","",""
"99249638","Union Driver","Union Effect Monster","Once per turn, you can either: Target 1 face-up monster you control; equip this card to that target, OR: Unequip this card and Special Summon it. If the equipped monster would be destroyed by battle or card effect, destroy this card instead. While this card is equipped to a monster: You can banish this Equip Card; equip 1 Level 4 or lower appropriate Union monster from your Deck to the monster this card was equipped to. You can only use this effect of """"Union Driver"""" once per turn.","2100","1000","","","","Machine","LIGHT","","","","","","",""
"99243014","Synchro Overtake","Normal Spell","Reveal 1 Synchro Monster in your Extra Deck, choose 1 of the Synchro Materials mentioned on it, and add to your hand or Special Summon that monster, from your Deck or GY, also you cannot Special Summon monsters from the Extra Deck the turn you activate this card, except Synchro Monsters. You can only activate 1 """"Synchro Overtake"""" per turn.","None","None","","","","Normal","","","","","","","",""
"99234526","White Dragon Wyverburster","Effect Monster","Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by banishing 1 DARK monster from your GY. You can only Special Summon """"White Dragon Wyverburster"""" once per turn this way. If this card is sent from the field to the GY: You can add 1 """"Black Dragon Collapserpent"""" from your Deck to your hand.","1700","1800","","","","Dragon","LIGHT","","","","","","",""
"99229085","Gimmick Puppet Cattle Scream","Effect Monster","You can detach 1 material from an Xyz Monster you control; Special Summon this card from your hand or GY, but banish it when it leaves the field. You can only use this effect of """"Gimmick Puppet Cattle Scream"""" once per turn. A """"Gimmick Puppet"""" Xyz Monster that has this card as material gains this effect. ● Once per turn: You can target 1 monster in your opponent's GY; Special Summon it to your opponent's field in Defense Position.","2000","2000","","","","Machine","DARK","","","","","","",""
"99217226","Paladins of Bonds and Unity","Synchro Effect Monster","1 Tuner + 1+ non-Tuner monsters with 2500 original ATK & DEF While this Synchro Summoned card is in your Monster Zone, your opponent cannot target it with card effects, also it cannot be destroyed by your opponent's card effects. While you have 25 or more cards in your GY, this Synchro Summoned card gains 100 ATK/DEF for each card on the field and in the GYs. Once per turn, when a Spell Card is activated, while your opponent has 25 or more cards in their GY (Quick Effect): You can negate the activation, and if you do, destroy that card.","2900","2900","","","","Spellcaster","LIGHT","","","","","","",""
